# dataset: plural-rules
# source: cldr
# authority: Unicode Consortium
# origin: common/supplemental/plurals.xml and ordinals.xml, rule conditions without their samples
# pin: release-48-2
# published: 2026-03-17
# licence: Unicode-3.0
# licence-url: https://www.unicode.org/license.txt
# licence-note: Unicode License v3 grants distribution of the Data Files
# licence-verified: 2026-07-26
# cadence: two major releases per year, plus point releases
# compiled-in: true
# columns: language,kind,category,rule
sd	ordinal	other	
sdh	cardinal	one	n = 1
sdh	cardinal	other	
se	cardinal	one	n = 1
se	cardinal	other	
se	cardinal	two	n = 2
seh	cardinal	one	n = 1
seh	cardinal	other	
ses	cardinal	other	
sg	cardinal	other	
sgs	cardinal	few	n != 2 and n % 10 = 2..9 and n % 100 != 11..19
sgs	cardinal	many	f != 0
sgs	cardinal	one	n % 10 = 1 and n % 100 != 11
sgs	cardinal	other	
sgs	cardinal	two	n = 2
sh	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14 or f % 10 = 2..4 and f % 100 != 12..14
sh	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11 or f % 10 = 1 and f % 100 != 11
sh	cardinal	other	
sh	ordinal	other	
shi	cardinal	few	n = 2..10
shi	cardinal	one	i = 0 or n = 1
shi	cardinal	other	
si	cardinal	one	n = 0,1 or i = 0 and f = 1
si	cardinal	other	
si	ordinal	other	
sk	cardinal	few	i = 2..4 and v = 0
sk	cardinal	many	v != 0
sk	cardinal	one	i = 1 and v = 0
sk	cardinal	other	
sk	ordinal	other	
sl	cardinal	few	v = 0 and i % 100 = 3..4 or v != 0
sl	cardinal	one	v = 0 and i % 100 = 1
sl	cardinal	other	
sl	cardinal	two	v = 0 and i % 100 = 2
sl	ordinal	other	
sma	cardinal	one	n = 1
sma	cardinal	other	
sma	cardinal	two	n = 2
smi	cardinal	one	n = 1
smi	cardinal	other	
smi	cardinal	two	n = 2
smj	cardinal	one	n = 1
smj	cardinal	other	
smj	cardinal	two	n = 2
smn	cardinal	one	n = 1
smn	cardinal	other	
smn	cardinal	two	n = 2
sms	cardinal	one	n = 1
sms	cardinal	other	
sms	cardinal	two	n = 2
sn	cardinal	one	n = 1
sn	cardinal	other	
so	cardinal	one	n = 1
so	cardinal	other	
sq	cardinal	one	n = 1
sq	cardinal	other	
sq	ordinal	many	n % 10 = 4 and n % 100 != 14
sq	ordinal	one	n = 1
sq	ordinal	other	
sr	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14 or f % 10 = 2..4 and f % 100 != 12..14
sr	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11 or f % 10 = 1 and f % 100 != 11
sr	cardinal	other	
sr	ordinal	other	
ss	cardinal	one	n = 1
ss	cardinal	other	
ssy	cardinal	one	n = 1
ssy	cardinal	other	
st	cardinal	one	n = 1
st	cardinal	other	
su	cardinal	other	
sv	cardinal	one	i = 1 and v = 0
sv	cardinal	other	
sv	ordinal	one	n % 10 = 1,2 and n % 100 != 11,12
sv	ordinal	other	
sw	cardinal	one	i = 1 and v = 0
sw	cardinal	other	
sw	ordinal	other	
syr	cardinal	one	n = 1
syr	cardinal	other	
ta	cardinal	one	n = 1
ta	cardinal	other	
ta	ordinal	other	
te	cardinal	one	n = 1
te	cardinal	other	
te	ordinal	other	
teo	cardinal	one	n = 1
teo	cardinal	other	
th	cardinal	other	
th	ordinal	other	
ti	cardinal	one	n = 0..1
ti	cardinal	other	
tig	cardinal	one	n = 1
tig	cardinal	other	
tk	cardinal	one	n = 1
tk	cardinal	other	
tk	ordinal	few	n % 10 = 6,9 or n = 10
tk	ordinal	other	
tl	cardinal	one	v = 0 and i = 1,2,3 or v = 0 and i % 10 != 4,6,9 or v != 0 and f % 10 != 4,6,9
tl	cardinal	other	
tl	ordinal	one	n = 1
tl	ordinal	other	
tn	cardinal	one	n = 1
tn	cardinal	other	
to	cardinal	other	
tpi	cardinal	other	
tpi	ordinal	other	
tr	cardinal	one	n = 1
tr	cardinal	other	
tr	ordinal	other	
ts	cardinal	one	n = 1
ts	cardinal	other	
tzm	cardinal	one	n = 0..1 or n = 11..99
tzm	cardinal	other	
ug	cardinal	one	n = 1
ug	cardinal	other	
uk	cardinal	few	v = 0 and i % 10 = 2..4 and i % 100 != 12..14
uk	cardinal	many	v = 0 and i % 10 = 0 or v = 0 and i % 10 = 5..9 or v = 0 and i % 100 = 11..14
uk	cardinal	one	v = 0 and i % 10 = 1 and i % 100 != 11
uk	cardinal	other	
uk	ordinal	few	n % 10 = 3 and n % 100 != 13
uk	ordinal	other	
ur	cardinal	one	i = 1 and v = 0
ur	cardinal	other	
ur	ordinal	other	
uz	cardinal	one	n = 1
uz	cardinal	other	
uz	ordinal	other	
ve	cardinal	one	n = 1
ve	cardinal	other	
vec	cardinal	many	e = 0 and i != 0 and i % 1000000 = 0 and v = 0 or e != 0..5
vec	cardinal	one	i = 1 and v = 0
vec	cardinal	other	
vec	ordinal	many	n = 11,8,80,800
vec	ordinal	other	
vi	cardinal	other	
vi	ordinal	one	n = 1
vi	ordinal	other	
vo	cardinal	one	n = 1
vo	cardinal	other	
vun	cardinal	one	n = 1
vun	cardinal	other	
wa	cardinal	one	n = 0..1
