# dataset: phone-formats
# source: libphonenumber
# authority: The libphonenumber Authors
# origin: resources/PhoneNumberMetadata.xml numberFormat rows, nationalPrefixFormattingRule substituted
# pin: v9.0.35
# published: 2026-07-26
# licence: Apache-2.0
# licence-url: https://www.apache.org/licenses/LICENSE-2.0
# licence-note: the metadata file carries the Apache-2.0 notice in its own header
# licence-verified: 2026-07-26
# cadence: roughly fortnightly
# compiled-in: true
# columns: territory,callingCode,order,leadingDigits,groups,national,international
AU	61	0	16	2 3-4	0$1 $2	$1 $2
AU	61	1	13	2 2 2	$1 $2 $3	NA
AU	61	2	19	3 3	$1 $2	NA
AU	61	3	180	3 4	$1 $2	NA
AU	61	4	19	4 3-4	$1 $2	NA
AU	61	5	16	2 3 2-4	0$1 $2 $3	$1 $2 $3
AU	61	6	14|4	3 3 3	0$1 $2 $3	$1 $2 $3
AU	61	7	[2378]	1 4 4	(0$1) $2 $3	$1 $2 $3
AU	61	8	1(?:30|[89])	4 3 3	$1 $2 $3	$1 $2 $3
AU	61	9	130	4 4 4	$1 $2 $3	NA
AW	297	0	[25-9]	3 4	$1 $2	$1 $2
AZ	994	0	[1-9]	3 2 2	$1 $2 $3	NA
AZ	994	1	90	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
AZ	994	2	1[28]|2|365|46	2 3 2 2	(0$1) $2 $3 $4	$1 $2 $3 $4
AZ	994	3	[13-9]	2 3 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
BA	387	0	[2-9]	3 3	$1-$2	NA
BA	387	1	6[1-3]|[7-9]	2 3 3	0$1 $2 $3	$1 $2 $3
BA	387	2	[3-5]|6[56]	2 3 3	0$1 $2-$3	$1 $2-$3
BA	387	3	6	2 2 2 3	0$1 $2 $3 $4	$1 $2 $3 $4
BD	880	0	31[5-8]|[459]1	2 4-6	0$1-$2	$1-$2
BD	880	1	3(?:[67]|8[013-9])|4(?:6[168]|7|[89][18])|5(?:6[128]|9)|6(?:[15]|28|4[14])|7[2-589]|8(?:0[014-9]|[12])|9[358]|(?:3[2-5]|4[235]|5[2-578]|6[0389]|76|8[3-7]|9[24])1|(?:44|66)[01346-9]	3 3-7	0$1-$2	$1-$2
BD	880	2	[13-9]|2[23]	4 3-6	0$1-$2	$1-$2
BD	880	3	2	1 7-8	0$1-$2	$1-$2
BE	32	0	(?:80|9)0	3 2 3	0$1 $2 $3	$1 $2 $3
BE	32	1	[239]|4[23]	1 3 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
BE	32	2	[15-8]	2 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
BE	32	3	4	3 2 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
BF	226	0	[024-7]	2 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
BG	359	0	1	6	$1	NA
BG	359	1	2	1 1 2 2	0$1 $2 $3 $4	$1 $2 $3 $4
BG	359	2	43[1-6]|70[1-9]	3 4	0$1 $2	$1 $2
BG	359	3	2	1 3 3-4	0$1 $2 $3	$1 $2 $3
BG	359	4	[356]|4[124-7]|7[1-9]|8[1-6]|9[1-7]	2 3 2-3	0$1 $2 $3	$1 $2 $3
BG	359	5	(?:70|8)0	3 2 3	0$1 $2 $3	$1 $2 $3
BG	359	6	43[1-7]|7	3 3 2	0$1 $2 $3	$1 $2 $3
BG	359	7	[48]|9[08]	2 3 3-4	0$1 $2 $3	$1 $2 $3
BG	359	8	9	3 3 3	0$1 $2 $3	$1 $2 $3
BH	973	0	[13679]|8[02-4679]	4 4	$1 $2	$1 $2
BI	257	0	[2367]	2 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
BJ	229	0	8	2 2 2 2	$1 $2 $3 $4	$1 $2 $3 $4
BJ	229	1	0	2 2 2 2 2	$1 $2 $3 $4 $5	$1 $2 $3 $4 $5
BN	673	0	[2-578]	3 4	$1 $2	$1 $2
